"placekey","location_name","latitude","longitude"
zzz-222@627-sbb-zzz,North Brother Island,40.800995,-73.898054
zzw-224@627-s4v-rff,Fierce Spa,40.79701,-73.935364
zzw-222@627-vtr-syv,Nyc Open Space 259,40.552736,-74.229443
227-222@627-wc2-jjv,40 Knots Bar,40.685285,-74.00273
227-222@627-wg7-6x5,Wyckoff House Museum,40.644334,-73.920781
22q-222@627-wc7-4jv,Blue Ribbon Brasserie SoHo,40.725519,-74.003026
zzz-222@627-rzz-wkz,Laurelton Parkway,40.684754,-73.726922
zzz-222@627-vtx-qmk,Levy Playground,40.633873,-74.128951
zzy-222@627-s9g-d7q,Flushing Meadows Golf Center,40.752081,-73.841376
zzz-222@627-s9k-rzf,Frank Golden Park,40.784965,-73.835598
zzz-222@627-s8y-zvf,Oxport Playground,40.697386,-73.976303
zzz-222@627-s9j-dvz,Plaut Triangle,40.758359,-73.797251
zzz-222@627-s9y-h89,Major Mark Park,40.711696,-73.788558
zzz-222@627-tkb-dgk,Bayswater State Park,40.612,-73.772715
zzz-222@627-tmm-hkf,Hammel Playground,40.588172,-73.809354
zzz-222@627-s64-qmk,Brust Park,40.889702,-73.903551
zzy-223@627-s8k-zvf,Hartman Triangle,40.721043,-73.980528
zzz-222@627-s4v-ygk,Marcus Garvey Park,40.804698,-73.943798
zzz-222@627-vsx-q4v,Port Regalle,40.540337,-74.142692
228-222@627-tmm-sqz,Rockaway Beach Golf Club,40.584211,-73.821837
zzz-223@627-s9b-p7q,P S,40.752054,-73.818496
zzz-222@627-wgh-x3q,Manhattan Beach Park,40.576388,-73.943305
zzz-222@627-s8v-5mk,Kosciuszko Pool,40.691276,-73.949876
zzz-222@627-sb7-whq,Triborough Bridge Playground C,40.773965,-73.922223
zzz-222@627-vv4-gp9,Ingram Woods,40.609222,-74.136616
222-222@627-s4k-nqz,Mountain Auctioneers,40.789162,-73.967233
zzz-222@627-rzq-mc5,Bell Malls,40.752916,-73.765174
zzz-222@627-s6g-mkz,Clark Playground,40.813603,-73.921409
zzz-227@627-s9k-3dv,Bayside Fields,40.773033,-73.785844
zzz-222@627-wbv-9mk,Clinton Community Garden,40.762752,-73.991675
zzz-222@627-s8p-b6k,P S 199q,40.739766,-73.92551
zzz-222@627-s8d-ysq,Gantry Plaza State Park,40.745312,-73.958662
zzw-222@627-vv5-xh5,Art Lab,40.643887,-74.102703
zzy-222@627-wgh-zcq,Manhattan Beach,40.577722,-73.942618
zzz-222@627-s93-rx5,P S 305,40.707037,-73.915712
zzw-222@627-wc8-qmk,Central Parking,40.694095,-73.984345
zzw-222@627-tm2-92k,Sunset Cove Park,40.598194,-73.822656
zzz-222@627-s7r-8n5,P S 128,40.715106,-73.886212
zzz-222@627-wdm-qvf,Seth Low Playground Bealin Square,40.607858,-73.986132
zzy-222@627-s8k-cwk,East River Park Track Club,40.71998,-73.973806
224-222@627-s8s-2zf,Tavern on the Green,40.772277,-73.977687
zzz-222@627-sb2-qpv,Cedar Grove Playground,40.736161,-73.824549
zzy-222@627-rw9-bc5,Risse Street Community Garden,40.878188,-73.885357
zzw-222@627-s8z-y7q,Prospect Park Zoo,40.665732,-73.96451
zzw-23v@627-s8q-xbk,Balsley Park,40.763944,-73.977074
zzw-222@627-vsf-sqz,Nyc Open Space 195,40.60222,-74.18188
zzz-222@627-s7z-wx5,Gemini Fields,40.670355,-73.852113
zzy-222@627-s8r-zpv,Le Pain Quotidien,40.773017,-73.974297
zzw-227@627-s9f-mff,Eve & Johnny's Caribbean Style Shark Sandwich,40.74706,-73.852251
zzz-222@627-s8f-3h5,Newtown Barge Playground,40.735889,-73.960118
zzz-222@627-vsn-qj9,Bunker Ponds Park,40.523956,-74.182761
zzz-222@627-s96-vzz,Rodney Playground North,40.711045,-73.955006
22j-222@627-s8r-qfz,Central Parking,40.757254,-73.962929
zzz-222@627-wh3-mkz,Whole Foods Paa,40.675373,-73.990314
zzz-222@627-s6b-9fz,Bridge Playground,40.844281,-73.924198
zzz-222@627-vv5-vxq,Walker Park,40.642979,-74.109944
zzz-223@627-wg5-35z,P S 222,40.614117,-73.939425
zzz-222@627-s4v-3bk,Blake Hobbs Playground,40.788483,-73.944437
zzz-222@627-rvh-q9f,City Island Wetlands,40.847949,-73.791937
zzz-222@627-s7v-jjv,Barrier Playground,40.73622,-73.855036
222-222@627-wf5-wff,Alice Austen House Museum,40.615133,-74.063043
zzy-222@627-s2c-qzz,Pauper Burial Ground historical,40.710853,-73.739008
zzw-222@627-tns-3bk,Charles Memorial Park,40.648982,-73.832458
zzz-222@627-sbf-z9f,Park 122,40.799361,-73.929487
zzz-222@627-rwd-dgk,Stars and Stripes Playground,40.885337,-73.839519
zzz-222@627-vv2-975,Forest Grove,40.627224,-74.17392
zzz-222@627-s7z-dn5,P S 345 Patrolman Robert Bolden,40.676594,-73.879891
zzz-222@627-s95-td9,Rodney Park North,40.709045,-73.956319
zzz-222@627-wc9-3wk,Pierrepont Playground,40.696295,-73.997595
zzy-222@627-s9q-3bk,Hoover Playground,40.712115,-73.821608
zzz-222@627-s86-jd9,Linden Park,40.659309,-73.887285
zzw-222@627-wdc-g49,Igor Beneditskiy MD DO Best New York Osteopathic,40.581338,-73.967235
zzy-222@627-s65-7wk,Ewen Park Dog Run,40.884566,-73.907762
zzy-222@627-s4v-p9z,Crack Is Wack Playground,40.804453,-73.931927
zzy-223@627-s8j-5cq,Stokes Farm,40.736453,-73.989268
zzz-222@627-s94-m8v,Ridgewppd Masonic Temple,40.690557,-73.920817
zzw-222@627-wbv-hwk,Central Parking Systems,40.755514,-73.996738
235-223@627-wh2-ks5,Park Slope Colonics,40.670844,-73.985837
zzz-222@627-vvp-975,Blood Root Valley,40.593556,-74.139038
zzz-222@627-s8j-hdv,Union Square Park,40.736187,-73.990181
zzz-222@627-wc8-73q,Minetta Playground,40.730619,-74.001351
229-224@627-s8h-y5f,Central Parking,40.744813,-73.990902
zzz-222@627-s84-syv,Nehemiah Ten Garden,40.668682,-73.886018
zzz-222@627-vv2-ty9,P S,40.624752,-74.150642
zzy-223@627-s8r-wzf,Victorian Gardens Amusement Park,40.767906,-73.974432
zzy-222@627-wgq-pgk,Gerritsen Beach Park,40.588898,-73.920682
zzz-222@627-s4t-dvz,Annunciation Park,40.818272,-73.952119
zzz-222@627-s8r-45f,Macarthur Park,40.752301,-73.96508
zzy-223@627-s8r-f75,Loose Tea USA,40.753587,-73.983232
zzz-222@627-tny-jy9,P S 96,40.675295,-73.807737
222-222@627-s69-rrk,Haru Sushi,40.829313,-73.927822
zzz-222@627-s6g-djv,Franz Sigel Park,40.823787,-73.925323
zzz-222@627-tkc-y7q,Beach 17 Playground,40.594269,-73.748372
222-222@627-wf9-rzf,Ocean Breeze Indoor Track Facility,40.583246,-74.075355
zzz-222@627-wgy-d7q,Martin Luther Playground,40.646051,-74.019772
zzz-222@627-s6g-8jv,Howard Bennett Playground,40.813618,-73.938401
zzw-223@627-wc8-yqf,Nyc Parks & Recreation Alfred E Smith Center,40.710213,-73.997655
zzy-222@627-wgg-wc5,Riis Park Beach Bazaar,40.565425,-73.876569
zzz-222@627-rwf-v2k,Givans Creek Woods,40.879673,-73.830335
zzy-222@627-wh5-6p9,Quaker Cemetery,40.659428,-73.97248
zzy-222@627-wg7-6x5,New York City Department Of Parks And Recreation,40.644525,-73.92052
zzz-222@627-tk4-835,Dubos Point Wildlife Sanctuary,40.601141,-73.789139
zzz-224@627-s96-vpv,Rodney Playground South,40.70969,-73.955938
zzz-222@627-rwv-wzf,Locust Point Marina,40.815985,-73.807041
zzw-225@627-wc2-59f,Central Parking System,40.708382,-74.016865
zzw-223@627-wfb-5pv,South Beach,40.589598,-74.064773
zzz-222@627-s6b-99f,Plimpton Playground,40.844007,-73.922406
zzw-222@627-rwn-649,Trump Golf Links At Ferry Point,40.814807,-73.831834
zzw-224@627-wbn-kvf,Jackson Square,40.738508,-74.002471
zzy-222@627-tmk-rkz,Bolivian Llama Party,40.582974,-73.817861
zzw-22d@627-s8h-tjv,Benjamin's Bean Shop,40.742593,-73.98775
zzz-222@627-s95-vxq,Rodney Park Center,40.708417,-73.95684
zzz-227@627-s7t-w8v,Horace Harding Playground,40.733131,-73.860679
zzz-222@627-rwh-ty9,Van Cortlandt Park,40.889544,-73.880821
zzz-222@627-sb8-cdv,Ralph Demarco Park,40.784312,-73.917492
zzz-222@627-wc2-28v,East River Waterfront Esplanade,40.705139,-74.003968
zzy-222@627-s4n-gx5,East 72nd Street Playground,40.772219,-73.967929
zzz-222@627-wc7-2c5,Tribeca Park,40.720258,-74.005602
zzy-223@627-s4n-wtv,Australian Physiotherapy Center,40.779146,-73.94456
zzz-222@627-sbg-p35,Padre Plaza,40.807686,-73.917132
229-222@627-s92-4jv,Brooklyn Children's Museum,40.674503,-73.94404
zzz-222@627-s8r-v9f,Tramway Plaza,40.761056,-73.96434
zzz-222@627-s7s-6kz,Ps 721,40.735476,-73.867811
zzz-222@627-s6b-d9z,Half Nelson Playground,40.8468,-73.919267
zzz-222@627-s6m-qcq,J Hood Wright Park,40.84679,-73.94113
zzy-222@627-s8r-wzf,Victorian Gardens at Wollman Rink,40.7678,-73.974486
zzz-222@627-sbf-yqf,Louis Cuvillier Park,40.801044,-73.930953
zzz-223@627-s84-87q,Houston Playground,40.672062,-73.905216
zzz-227@627-s9j-66k,Auburndale Playground,40.765789,-73.794026
zzz-222@627-s6k-d5f,Vidalia Park,40.843518,-73.881566
zzz-222@627-wdf-bkz,Poseidon Playground,40.572243,-73.992047
zzz-222@627-s8v-8qf,Banneker Playground,40.690682,-73.948622
zzz-222@627-s27-9xq,Ps 132,40.681738,-73.748999
zzy-222@627-s65-qcq,Van Cortland House,40.891089,-73.893926
zzy-223@627-s4v-sdv,Central Parking System,40.79477,-73.931884
zzw-223@627-s9d-q4v,El Verano Taqueria,40.757718,-73.845505
zzz-222@627-s6k-6c5,Synergi Urban Garden Ucfp,40.829194,-73.891297
zzz-222@627-wc8-xbk,Catherine Slip Malls,40.709501,-73.996141
zzz-222@627-vv2-bc5,Harbor Herons,40.627038,-74.17675
zzy-222@627-s4t-9xq,All New York Towing Services,40.815077,-73.955433
zzz-222@627-vv8-ty9,Faber Pool And Park,40.641118,-74.13538
zzz-222@627-wgx-75z,Dome Playground,40.63833,-73.980173
zzy-222@627-vvp-n3q,High Rock Park,40.59285,-74.126361
zzz-222@627-s6c-d7q,Monsignor Raul Del Valle Square,40.820651,-73.890772
224-222@627-wdd-kcq,Wheel Fun Rentals Bensonhurst Park,40.595678,-74.000892
zzz-222@627-wdk-tvz,Milestone Park,40.609542,-73.999463
zzw-222@627-wc3-66k,Dimattina Playground,40.680087,-74.002668
zzz-222@627-s4s-jqf,P S 242,40.807405,-73.955487
zzz-222@627-vsp-5pv,Olmsted Beil House Park,40.532069,-74.158214
zzw-22c@627-s8q-xbk,Central Park Sightseeing,40.763208,-73.977036
zzz-222@627-s8x-vs5,Greene Playground,40.686235,-73.965958
zzw-223@627-s9c-z9f,Catch Of The Day,40.756185,-73.846496
zzz-222@627-wc3-btv,Korean War Veterans Plaza,40.695497,-73.990489
zzz-222@627-s8k-wff,Sidney Hillman Playground,40.715196,-73.979669
zzy-222@627-wc7-fs5,Impark Pier 42,40.729483,-74.01148
zzz-222@627-s7w-66k,Ps 229 Emmanuel Kaplan,40.734761,-73.897239
zzz-222@627-s4v-hbk,Mae Grant Playground,40.792413,-73.949503
22c-224@627-wg8-mhq,BKLA cafe,40.626789,-73.902835
zzz-222@627-vsz-3t9,Wegener Park,40.552698,-74.176199
zzy-222@627-s8k-q75,Sage's Garden,40.722732,-73.980984
zzz-222@627-wfc-nkf,Russell Pedersen Playground,40.626124,-74.036291
zzz-222@627-s84-xdv,Ps 72 Annette P Goldman,40.668914,-73.87902
zzz-222@627-sb7-z9f,Stanley Isaacs Playground,40.782787,-73.9446
zzw-222@627-s4v-t9z,Thomas Jefferson Park,40.792762,-73.935684
zzw-222@627-vsv-v75,P S 32,40.557812,-74.154845
zzy-222@627-s8k-yy9,Baruch Field,40.718784,-73.977081
zzz-222@627-s4n-xh5,Ruppert Park,40.781027,-73.950272
zzz-222@627-wf5-8vz,Nyc Open Space 199,40.605952,-74.064456
222-222@627-s9s-qzz,Forest Park Barking Lot,40.710785,-73.835501
zzz-222@627-s9p-qcq,Briarwood Playground,40.710406,-73.810927
zzz-222@627-s7s-cnq,P S 89,40.745895,-73.879476
zzw-222@627-wgt-hwk,Sunset Park,40.648094,-74.003732
zzz-222@627-wh3-xnq,Parade Ground,40.65076,-73.967813
224-222@627-wbt-jqf,Central Park Carriages,40.757479,-73.999719
zzz-222@627-s84-9vf,Howard Pool,40.672726,-73.908871
zzy-225@627-wbz-rzf,Imagination Playground,40.706383,-74.00393
zzz-222@627-rwx-575,Caserta Playground,40.837323,-73.854265
zzz-222@627-wgb-pn5,P S 235,40.65562,-73.940902
227-225@627-s8j-5cq,Union Square,40.736719,-73.988286
zzw-222@627-s8r-zxq,Leaping Frog Cafe,40.767644,-73.971303
zzw-222@627-s9f-mff,New York Hall Of Science,40.74703,-73.852256
zzz-222@627-s9m-wzf,PowellS Cove Park,40.790519,-73.835857
zzz-222@627-s6k-snq,Mapes Pool,40.846606,-73.88631
222-223@627-s9d-ch5,Half Moon,40.761204,-73.857804
zzz-222@627-s8g-mc5,Frost Playground,40.718724,-73.93901
zzz-222@627-s4t-x3q,Eugene Mccabe Field,40.802395,-73.941644
zzz-222@627-s9q-3h5,Maple Grove Park,40.712204,-73.823829
zzz-222@627-wh4-dn5,Thomas J Cuite Park,40.6542,-73.978651
229-222@627-s8r-sbk,Central Parking Systems Inc,40.755637,-73.964102
zzw-222@627-wc7-zmk,ChildrenS Magical Garden,40.720537,-73.986647
zzz-222@627-s4r-649,Samuel N Bennerson 2Nd Playground,40.773816,-73.98695
zzw-222@627-s7v-3dv,Plaza 67,40.724106,-73.856236
225-222@627-s4r-4sq,Lincoln Ristorante,40.773424,-73.983613
zzy-223@627-s8v-2rk,Decatur Playground,40.681411,-73.936381
zzy-222@627-s8k-pn5,The Movement Creative,40.726837,-73.981431
zzz-222@627-s8x-fxq,Woods Playground,40.674599,-73.929012
zzz-222@627-rzv-975,Castlewood Playground,40.749905,-73.720776
zzz-222@627-s5w-yy9,Fordham Landing Playground,40.86534,-73.909342
zzz-222@627-s8r-qvf,14 Honey Locusts Park,40.760045,-73.962669
zzy-225@627-wby-z4v,Picnick,40.70302,-74.016014
zzz-222@627-rw9-n5z,Siren Slope,40.876885,-73.903891
zzw-222@627-s69-z2k,Claremont Park,40.841359,-73.904009
zzy-222@627-s8m-89z,Bushwick Inlet Park,40.721983,-73.959702
zzw-222@627-tmq-f2k,Classics To Go,40.581696,-73.842399
zzz-222@627-rwb-d35,Fort Independence Playground,40.881933,-73.895685
zzz-222@627-s4m-wkz,Central Park,40.780777,-73.961689
zzy-227@627-s4n-f2k,Conservatory Water,40.773444,-73.96592
zzz-222@627-wdk-87q,Playground 286,40.591106,-73.938363
22d-222@627-wbn-mkz,Hector's Cafe Restaurant,40.740254,-74.008247
zzz-222@627-vsn-mc5,Ida Court,40.538346,-74.1873
zzz-222@627-rzm-99f,Ps 203 Oakland Gardens,40.753609,-73.759623
zzz-222@627-vvm-rff,Midland Playground,40.574818,-74.098606
zzz-222@627-wg7-9xq,Brownsville Playground,40.656492,-73.902247
zzz-222@627-s4v-mzf,Harlem Art Park,40.80099,-73.938758
zzz-222@627-s8p-qpv,Rafferty Triangle,40.747436,-73.943114
zzz-222@627-s8m-f9f,MurphyS BrotherS Playground,40.73041,-73.973713
zzz-222@627-sb6-92k,Mall Thirty Four Xxxiv,40.754269,-73.880054
zzw-222@627-s7m-psq,Forest Park Carousel,40.696065,-73.866308
zzz-222@627-sb7-yn5,Mill Rock Park,40.780551,-73.938193
22r-222@627-s4r-2kz,Central Park Bicycle Shop,40.769223,-73.985766
zzz-222@627-s7w-kmk,Big Bush Park,40.739174,-73.902904
zzw-224@627-s9c-zpv,Jim Beam Highball Club at Citi Field,40.756157,-73.845688
zzz-222@627-wff-q2k,Tappen Park,40.626968,-74.076637
zzz-222@627-wf8-jqf,De Matti Playground,40.61439,-74.074282
222-222@627-rzr-n89,Cunningham Tennis,40.729577,-73.772827
zzy-222@627-s4k-xt9,87th Street Dog Run,40.790173,-73.979781
zzw-222@627-s8p-qcq,Queens Library Court Square,40.746391,-73.943649
zzz-222@627-s96-7qz,Sobel Playground,40.70737,-73.961467
zzz-222@627-s4m-ffz,Frederick Douglass Playground,40.797207,-73.967451
zzz-222@627-rzv-j7q,Hillside Park,40.741238,-73.713355
zzz-222@627-tk7-gx5,Vernam Barbadoes Peninsula,40.594003,-73.806256
zzy-222@627-rzv-r8v,Douglaston Manor,40.754766,-73.73043
zzy-222@627-rw9-qcq,New York City Department Of Parks And Recreation,40.876393,-73.892564
zzy-222@627-s4v-nqz,Catholic Charities Community Services Harlem River Drive,40.805815,-73.933531
zzz-222@627-s7q-psq,Evergreen Park,40.697862,-73.896702
zzy-222@627-s9f-vxq,Bpa Of Ny Inc 163q,40.739993,-73.840749
zzz-222@627-s8x-w6k,Underwood Park,40.68842,-73.966404
zzz-222@627-s69-wc5,Claremont Park,40.839689,-73.907157
zzz-222@627-rwq-x5z,Space Time Playground,40.822276,-73.859865
zzz-222@627-wdd-vj9,Nellie Bly Park,40.591029,-73.994618
zzz-222@627-vty-zpv,Nyc Open Space 194,40.603282,-74.129953
zzz-222@627-wc7-yy9,First Park,40.723369,-73.989173
zzz-222@627-s8j-49z,PeterS Field,40.736082,-73.981552
zzz-222@627-wh5-j7q,Erie Basin Park,40.671129,-74.012927
zzz-222@627-wc3-4vz,Coffey Park,40.67754,-74.009062
zzw-223@627-s9c-zfz,Citi Field,40.757006,-73.847968
zzz-222@627-s8r-v4v,Twenty Four Sycamores Park,40.759574,-73.958629
zzz-222@627-s8y-5xq,Brooklyn Academy Of Music,40.686456,-73.977697
zzz-222@627-s24-qxq,P S 36q,40.691379,-73.764516
zzz-223@627-s8m-ghq,Stuyvesant Square,40.731894,-73.9789
zzw-222@627-s8r-pd9,A Park Ave OB,40.769759,-73.965785
zzz-222@627-wfc-p7q,P S 185k,40.623597,-74.033152
zzz-222@627-sb8-7h5,Hallets Cove Playground,40.773233,-73.937652
224-222@627-s8r-xbk,Wafels & Dinges,40.765267,-73.972957
zzz-222@627-s2c-28v,Haggerty Park,40.712554,-73.757742
zzz-222@627-s9h-68v,P S 79,40.786241,-73.816825
zzz-222@627-s8z-ct9,Eastern Parkway,40.669676,-73.949584
zzy-226@627-wby-z4v,Little Eva's,40.703014,-74.01602
zzy-222@627-vvd-djv,Hoffman Island,40.553912,-74.105271
zzy-225@627-s8q-v9f,50th Street Commons,40.757185,-73.974977
zzz-222@627-s9v-4y9,P S 161q,40.690776,-73.821314
zzz-222@627-rwd-ffz,Edenwald Playground,40.884625,-73.844834
zzw-222@627-wby-z4v,Neutratone Reviews,40.703017,-74.015994
zzw-222@627-tkc-rzf,Sorrentino Recreation Center,40.602411,-73.751403
zzz-222@627-s6f-6hq,Roger Morris Park,40.834741,-73.938413
222-225@627-wdg-bhq,One Parking,40.574831,-73.984559
zzz-222@627-vsy-mc5,I S 75,40.54478,-74.196624
zzz-222@627-wg9-7wk,Sledge Playground,40.638181,-73.897835
zzz-222@627-wc9-5fz,Anchorage Plaza,40.701156,-73.9902
zzw-222@627-s69-psq,Scan New York Volunteer Parent Aides Association Inc,40.831914,-73.925197
zzz-222@627-sm9-6kz,Wakefield Playground,40.901793,-73.854626
zzy-222@627-s96-7h5,Bedford Playground,40.708338,-73.963877
22x-222@627-wh3-2tv,Park Slope Event Space,40.663423,-73.995718
zzz-222@627-s96-b6k,Steuben Playground,40.697145,-73.963501
zzz-222@627-rzv-8y9,Queens Farm Park,40.747686,-73.722138
zzy-222@627-vtw-yy9,New York City Department Of Parks And Recreation,40.622831,-74.134152
zzz-222@627-s6j-wrk,P S 66,40.8317,-73.886347
zzz-222@627-s94-xt9,Saratoga Park,40.684966,-73.91962
zzz-222@627-s6h-dy9,Richman Echo Park,40.849982,-73.901243
zzy-222@627-s9k-2p9,Raymond O'Connor Park,40.771755,-73.779629
22d-223@627-s8h-w8v,SoulCycle Union Square,40.738009,-73.991081
zzz-224@627-wgz-xyv,P S 176,40.625211,-74.00558
zzw-228@627-s7m-59f,Stop and Stor Elmhurst Rego Park,40.730135,-73.887266
222-227@627-s4m-w8v,SP Parking,40.779422,-73.963261
zzz-222@627-vv8-kmk,Shooters Island,40.643018,-74.158027
222-222@627-s4m-w8v,Alexander McQueen Savage Beauty,40.779438,-73.963248
zzz-222@627-w76-q2k,Robinsons Beach,40.500076,-74.235538
zzz-222@627-s8v-wzf,Pulaski Playground,40.693683,-73.941955
zzz-222@627-sb7-2tv,Fisher Pool,40.758627,-73.869486
zzw-222@627-s8c-49z,Drumm Triangle,40.699835,-73.887499
zzz-222@627-vtx-rhq,Joe Holzka Community Garden,40.634406,-74.121526
zzz-222@627-s89-35z,Rocket Park,40.670612,-73.846331
zzz-222@627-sbg-rx5,PeopleS Park,40.809424,-73.916771
22k-222@627-s8j-2x5,Sushi by Bou Union Square,40.734631,-73.988764
zzw-222@627-s9f-mrk,Burmese Bites,40.747262,-73.851672
zzz-222@627-s8x-52k,Ocean Hill Playground,40.67439,-73.912725
zzw-226@627-s8r-ct9,Between the Bread Bryant Park,40.751407,-73.980873
zzy-224@627-wgr-jd9,Mobil,40.592527,-73.90822
234-222@627-s7s-xh5,Lewis Simeone Park,40.741064,-73.859577
zzz-222@627-s6d-xkf,Mitchel Square,40.840033,-73.940095
zzz-222@627-s25-xt9,Ps 118 Lorraine Hansberry,40.702824,-73.765223
zzz-223@627-rzp-zfz,Farm Playground,40.73569,-73.777371
22r-222@627-s7k-2tv,Walter Crowley Playground,40.730002,-73.880004
zzz-222@627-vss-4y9,Huguenot Ponds Park,40.530491,-74.189749
zzz-222@627-s96-7h5,Bedford Playground,40.708396,-73.963912
zzz-222@627-rw6-p9z,Bronx River Parkway,40.874064,-73.872251
23c-222@627-s4v-7qz,The Central Park North,40.799749,-73.953824
zzz-222@627-tkc-99f,Lannett Playground,40.599402,-73.743963
zzy-224@627-s9d-q4v,Shake Shack,40.757737,-73.845525
zzz-222@627-wc7-9fz,Collect Pond Park,40.716264,-74.001647
zzy-222@627-s4t-6kz,Hamilton Grange National Memorial,40.821355,-73.947314
zzy-223@627-s6g-s3q,Tennis World NYC,40.824716,-73.935523
zzy-223@627-s9f-kpv,Queens Drive Inn,40.745835,-73.846747
zzz-222@627-w9f-yy9,Davis Playground,40.642166,-74.085739
zzy-222@627-wgv-n3q,New York City Department Of Parks And Recreation,40.656181,-74.005037
zzz-222@627-s9m-bkz,Poppenhusen Playground,40.781414,-73.844387
zzz-222@627-s84-xwk,Sutter Ballfields,40.670817,-73.88755
zzz-222@627-s6b-ckf,Jennie Jerome Playground,40.845521,-73.913507
zzw-222@627-s8z-wp9,Yellow Magnolia Cafe,40.666729,-73.962018
zzz-222@627-rwt-k75,Owen F Dolen Park,40.840402,-73.842846
zzy-222@627-wdg-bhq,Arancini Bros,40.574549,-73.984337
zzz-223@627-s6b-q4v,Wishing Well Garden,40.819426,-73.898548
222-222@627-s8r-f75,New York Public Library,40.753248,-73.982132
222-223@627-s8r-f75,Amy's Bread at NYPL,40.75325,-73.982163
zzz-222@627-s8z-rrk,Grand Army Plaza,40.67414,-73.969302
zzz-222@627-s8n-pjv,Socrates Sculpture Park,40.768617,-73.936907
zzw-223@627-wdb-zzz,Thunderbolt Roller Coaster,40.574499,-73.977605
zzy-223@627-wc7-j5f,SoHo Trees,40.716953,-74.011471
zzz-222@627-s5w-p35,Muscota Marsh,40.873393,-73.918362
zzz-222@627-tk4-v75,Grassmere Playground,40.59942,-73.75902
zzz-222@627-s69-kzz,Ogden Plimpton Playground,40.841904,-73.923741
zzz-222@627-s89-b49,Locust Grove Civic Triangle,40.666333,-73.823489
zzz-222@627-vv2-c3q,Joseph Manna Park,40.625654,-74.176909
zzz-222@627-wgh-z4v,Sheepshead Bay Piers,40.583382,-73.944921
zzy-222@627-s4v-gkz,Nutters battery,40.796551,-73.952851
zzw-225@627-s8r-f75,Stonington Quarry Museum,40.753588,-73.983257
zzz-222@627-wdm-xdv,Lt Joseph Petrosino Park,40.618988,-73.99843
zzy-222@627-s9p-rc5,Captain Tilly Park,40.712262,-73.806291
zzz-222@627-s6f-qfz,Garrison Playground,40.817636,-73.928263
zzz-222@627-s8k-z9f,Wald Playground,40.719652,-73.97689
zzw-223@627-s4p-3yv,96th Street Playground,40.787877,-73.955329
zzw-222@627-vv7-8qf,Goodhue Park,40.635903,-74.096566
zzy-222@627-s4s-d9z,Eat Harlem,40.813914,-73.962409
zzw-223@627-s8q-yvz,Katharine Hepburn Garden,40.752457,-73.969116
zzz-222@627-wc8-j35,Bar And Grill Park,40.70109,-73.988179
226-223@627-rzx-rrk,Alley Pond Sports Bar & Grill,40.764347,-73.749061
zzy-222@627-s2c-qs5,New York City Department Of Parks And Recreation,40.711036,-73.738717
zzz-222@627-s7k-2p9,Crowley Playground,40.729742,-73.879352
zzw-222@627-s8n-g49,Nyc Open Space 111,40.759511,-73.951184
223-222@627-s9f-xwk,Queens Botanical Garden,40.75105,-73.827705
zzz-222@627-s6g-bx5,Ps 385,40.822917,-73.922366
zzz-222@627-s4s-fpv,Sheltering Arms Playground,40.815266,-73.95598
zzz-222@627-wc7-6zf,African Burial Ground National Monument,40.71457,-74.00435
zzy-222@627-rzr-t5f,Gulf Oil,40.725187,-73.771472
229-222@627-s8r-yn5,Central Park Wheels,40.764957,-73.977157
zzz-222@627-vvj-djv,Oakwood Beach,40.552076,-74.11471
zzz-222@627-wc6-zmk,Albert Capsouto Park,40.722085,-74.006068
zzz-222@627-s4r-249,Lincoln Center Plaza,40.772279,-73.985266
zzz-222@627-s6b-zxq,Captain Rivera Playground,40.818089,-73.907077
zzw-222@627-s9c-z9f,Fuku,40.75616,-73.846494
zzz-222@627-s7s-wkz,I S 61,40.741639,-73.863102
zzw-222@627-wff-8d9,Dyker Beach Golf Course,40.612785,-74.019082
zzz-222@627-s7t-68v,Junction Playground,40.754704,-73.871992
zzz-222@627-s6j-49z,P S,40.850328,-73.891417
zzy-222@627-rwn-2p9,New York City Department Of Parks And Recreation,40.826757,-73.828593
zzw-222@627-wc8-3t9,Tony Dapolito Recreation Center,40.72968,-74.005373
zzz-222@627-s8g-yn5,Ericsson Playground,40.720624,-73.948458
zzz-222@627-wdk-45f,Galapo Playground,40.598156,-73.946594
zzz-223@627-s6m-td9,P S,40.858896,-73.922574
zzw-222@627-wgb-qfz,International Arts Business School,40.658644,-73.943856
zzz-222@627-wc8-5zz,James J Walker Park,40.729739,-74.006413
226-223@627-s8r-dy9,Snark Park,40.751232,-73.983901
zzz-222@627-s94-mff,Goodwin Gardens,40.691109,-73.923447
zzy-223@627-s4v-nqz,St Nicholas Park,40.80532,-73.934077
234-222@627-wh2-gzf,Licenders Park Slope,40.668201,-73.990958
222-225@627-s8r-f75,The Stackery,40.753237,-73.982159
zzy-222@627-wh6-n89,Louis Valentino Jr Park & Pier,40.677675,-74.016726
zzz-222@627-s6b-7yv,West Bronx Recreation Center,40.844296,-73.919069
zzy-222@627-s7n-fxq,Forest Park Skate Park,40.704034,-73.856574
zzz-222@627-s8w-grk,Kennedy King Playground,40.658505,-73.921961
22m-223@627-wbv-gkz,Desert Park Mastering,40.754985,-73.991162
zzy-225@627-s4n-87q,The Delacorte Theater in Central Park,40.780257,-73.968811
zzz-222@627-s8v-8jv,Herbert Von King Park,40.689861,-73.947046
zzz-222@627-vvh-zfz,Greencroft Playground,40.551494,-74.136425
